"/age","/silver","/athlete","/bronze","/date","/gold","/sport","/country","/total","/year"
"25","0","Asafa Powell","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"28","0","Elisa Rigaudo","1","24/08/2008","0","Athletics","Italy","1","2008"
"21","0","Dayron Robles","0","24/08/2008","1","Athletics","Cuba","1","2008"
"27","0","Yaroslav Rybakov","1","24/08/2008","0","Athletics","Russia","1","2008"
"25","0","Irving Saladino","0","24/08/2008","1","Athletics","Panama","1","2008"
"30","0","Gulnara Samitova-Galkina","0","24/08/2008","1","Athletics","Russia","1","2008"
"27","0","Leevan Sands","1","24/08/2008","0","Athletics","Bahamas","1","2008"
"23","0","Alex Schwazer","0","24/08/2008","1","Athletics","Italy","1","2008"
"25","1","Sileshi Sihine","0","24/08/2008","0","Athletics","Ethiopia","1","2008"
"23","0","Andrey Silnov","0","24/08/2008","1","Athletics","Russia","1","2008"
"24","1","Sherone Simpson","0","24/08/2008","0","Athletics","Jamaica","1","2008"
"22","0","Edwin Soi","1","24/08/2008","0","Athletics","Kenya","1","2008"
"27","0","Barbora Špotáková","0","24/08/2008","1","Athletics","Czech Republic","1","2008"
"26","1","Jenn Stuczynski-Suhr","0","24/08/2008","0","Athletics","United States","1","2008"
"20","0","Leonel Suárez","1","24/08/2008","0","Athletics","Cuba","1","2008"
"28","0","Shingo Suetsugu","1","24/08/2008","0","Athletics","Japan","1","2008"
"24","0","Shinji Takahira","1","24/08/2008","0","Athletics","Japan","1","2008"
"27","0","Dwight Thomas","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"26","0","Andreas Thorkildsen","0","24/08/2008","1","Athletics","Norway","1","2008"
"32","0","Ivan Tikhon","1","24/08/2008","0","Athletics","Belarus","1","2008"
"27","0","Nataliya Tobias","1","24/08/2008","0","Athletics","Ukraine","1","2008"
"23","0","Naoki Tsukahara","1","24/08/2008","0","Athletics","Japan","1","2008"
"36","1","Kjersti Tysse-Plätzer","0","24/08/2008","0","Athletics","Norway","1","2008"
"26","1","Tatyana Veshkurova","0","24/08/2008","0","Athletics","Russia","1","2008"
"24","1","Blanka Vlašic","0","24/08/2008","0","Athletics","Croatia","1","2008"
"30","0","Yekaterina Volkova","1","24/08/2008","0","Athletics","Russia","1","2008"
"25","0","Melaine Walker","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"21","0","Sammy Wanjiru","0","24/08/2008","1","Athletics","Kenya","1","2008"
"21","0","Rosemarie Whyte","1","24/08/2008","0","Athletics","Jamaica","1","2008"
"19","0","Bobby-Gaye Wilkins","1","24/08/2008","0","Athletics","Jamaica","1","2008"
"25","1","Andrae Williams","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"26","0","Novlene Williams-Mills","1","24/08/2008","0","Athletics","Jamaica","1","2008"
"25","1","Nick Willis","0","24/08/2008","0","Athletics","New Zealand","1","2008"
"28","0","Mary Wineberg","0","24/08/2008","1","Athletics","United States","1","2008"
"23","0","Regi Witherspoon","0","24/08/2008","1","Athletics","United States","1","2008"
"21","0","Alfred Kirwa Yego","1","24/08/2008","0","Athletics","Kenya","1","2008"
"30","0","Denys Yurchenko","1","24/08/2008","0","Athletics","Ukraine","1","2008"
"32","0","Zhang Wenxiu","1","24/08/2008","0","Athletics","China","1","2008"
"29","0","Zhou Chunxiu","1","24/08/2008","0","Athletics","China","1","2008"
"32","0","Virgilijus Alekna","0","29/08/2004","1","Athletics","Lithuania","1","2004"
"28","0","Deji Aliu","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"22","0","Esref Apak","1","29/08/2004","0","Athletics","Turkey","1","2004"
"30","0","Christine Arron","1","29/08/2004","0","Athletics","France","1","2004"
"24","0","Musa Audu","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"19","0","Jaroslav Bába","1","29/08/2004","0","Athletics","Czech Republic","1","2004"
"23","0","Aleen Bailey","0","29/08/2004","1","Athletics","Jamaica","1","2004"
"33","0","Stefano Baldini","0","29/08/2004","1","Athletics","Italy","1","2004"
"26","1","Hasna Benhassi","0","29/08/2004","0","Athletics","Morocco","1","2004"
"30","0","Yuriy Bilonoh","0","29/08/2004","1","Athletics","Ukraine","1","2004"
"23","0","Yury Borzakovsky","0","29/08/2004","1","Athletics","Russia","1","2004"
"27","0","Ivano Brugnetti","0","29/08/2004","1","Athletics","Italy","1","2004"
"27","0","Michelle Burgher","1","29/08/2004","0","Athletics","Jamaica","1","2004"
"26","0","Daniil Burkenya","1","29/08/2004","0","Athletics","Russia","1","2004"
"30","0","Darren Campbell","0","29/08/2004","1","Athletics","Great Britain","1","2004"
"27","0","Jolanda Ceplak","1","29/08/2004","0","Athletics","Slovenia","1","2004"
"27","0","Maria Cioncan","1","29/08/2004","0","Athletics","Romania","1","2004"
"24","1","Bryan Clay","0","29/08/2004","0","Athletics","United States","1","2004"
"25","0","Crystal Cox","0","29/08/2004","1","Athletics","United States","1","2004"
"21","0","Yunaika Crawford","1","29/08/2004","0","Athletics","Cuba","1","2004"
"29","0","Yumileidi Cumbá","0","29/08/2004","1","Athletics","Cuba","1","2004"
"23","0","Nadia Davy","1","29/08/2004","0","Athletics","Jamaica","1","2004"
"35","0","Vanderlei de Lima","1","29/08/2004","0","Athletics","Brazil","1","2004"
"27","0","Nathan Deakes","1","29/08/2004","0","Athletics","Australia","1","2004"
"20","0","Meseret Defar","0","29/08/2004","1","Athletics","Ethiopia","1","2004"
"28","1","Pigi Devetzi","0","29/08/2004","0","Athletics","Greece","1","2004"
"28","0","Marlon Devonish","0","29/08/2004","1","Athletics","Great Britain","1","2004"
"22","1","Ejegayehu Dibaba","0","29/08/2004","0","Athletics","Ethiopia","1","2004"
"19","0","Tirunesh Dibaba","1","29/08/2004","0","Athletics","Ethiopia","1","2004"
"31","0","Deena Drossin-Kastor","1","29/08/2004","0","Athletics","United States","1","2004"
"26","1","Pat Dwyer","0","29/08/2004","0","Athletics","Australia","1","2004"
"25","0","Aaron Egbele","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"27","0","Uchenna Emedolu","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"20","0","Olusoji Fasuba","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"18","1","Allyson Felix","0","29/08/2004","0","Athletics","United States","1","2004"
"26","0","Sylviane Félix","1","29/08/2004","0","Athletics","France","1","2004"
"24","1","Svetlana Feofanova","0","29/08/2004","0","Athletics","Russia","1","2004"
"28","0","Debbie Ferguson-McKenzie","1","29/08/2004","0","Athletics","Bahamas","1","2004"
"27","1","Francisco Javier Fernández","0","29/08/2004","0","Athletics","Spain","1","2004"
"21","1","Tatyana Firova","0","29/08/2004","0","Athletics","Russia","1","2004"
"21","1","Olga Fyodorova","0","29/08/2004","0","Athletics","Russia","1","2004"
"28","0","Anier García","1","29/08/2004","0","Athletics","Cuba","1","2004"
"28","0","Jason Gardener","0","29/08/2004","1","Athletics","Great Britain","1","2004"
"25","0","Giuseppe Gibilisco","1","29/08/2004","0","Athletics","Italy","1","2004"
"27","1","Ana Guevara","0","29/08/2004","0","Athletics","Mexico","1","2004"
"27","0","Joanna Hayes","0","29/08/2004","1","Athletics","United States","1","2004"
"31","1","Matt Hemingway","0","29/08/2004","0","Athletics","United States","1","2004"
"21","0","Monique Henderson","0","29/08/2004","1","Athletics","United States","1","2004"
"28","0","Monique Hennagan","0","29/08/2004","1","Athletics","United States","1","2004"
"24","1","Clinton Hill","0","29/08/2004","0","Athletics","Australia","1","2004"
"28","0","Stefan Holm","0","29/08/2004","1","Athletics","Sweden","1","2004"
"25","0","Muriel Hurtis-Houairi","1","29/08/2004","0","Athletics","France","1","2004"
"22","0","Yelena Isinbayeva","0","29/08/2004","1","Athletics","Russia","1","2004"
"23","1","Nataliya Ivanova","0","29/08/2004","0","Athletics","Russia","1","2004"
"33","1","Olimpiada Ivanova","0","29/08/2004","0","Athletics","Russia","1","2004"
"20","0","Godday James","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"23","0","Dmitry Karpov","1","29/08/2004","0","Athletics","Kazakhstan","1","2004"
"29","1","Meb Keflezighi","0","29/08/2004","0","Athletics","United States","1","2004"
"26","0","Naman Keïta","1","29/08/2004","0","Athletics","France","1","2004"
"31","1","Anastasia Kelesidou","0","29/08/2004","0","Athletics","Greece","1","2004"
"22","0","Ezekiel Kemboi","0","29/08/2004","1","Athletics","Kenya","1","2004"
"38","1","Irina Khabarova","0","29/08/2004","0","Athletics","Russia","1","2004"
"25","0","Fani Khalkia","0","29/08/2004","1","Athletics","Greece","1","2004"
"19","0","Eliud Kipchoge","1","29/08/2004","0","Athletics","Kenya","1","2004"
"33","0","Wilson Kipketer","1","29/08/2004","0","Athletics","Denmark","1","2004"
"19","1","Brimin Kipruto","0","29/08/2004","0","Athletics","Kenya","1","2004"
"28","1","Nadine Kleinert-Schmitt","0","29/08/2004","0","Athletics","Germany","1","2004"
"21","0","Carolina Klüft","0","29/08/2004","1","Athletics","Sweden","1","2004"
"22","0","Paul Kipsiele Koech","1","29/08/2004","0","Athletics","Kenya","1","2004"
"36","0","Robert Korzeniowski","0","29/08/2004","1","Athletics","Poland","1","2004"
"27","0","Tatyana Kotova","1","29/08/2004","0","Athletics","Russia","1","2004"
"25","1","Zoltán Kovágó","0","29/08/2004","0","Athletics","Hungary","1","2004"
"25","1","Olesya Krasnomovets","0","29/08/2004","0","Athletics","Russia","1","2004"
"35","0","Svetlana Krivelyova","1","29/08/2004","0","Athletics","Russia","1","2004"
"31","1","Larisa Kruglova","0","29/08/2004","0","Athletics","Russia","1","2004"
"33","0","Olga Kuzenkova","0","29/08/2004","1","Athletics","Russia","1","2004"
"29","1","Bernard Lagat","0","29/08/2004","0","Athletics","Kenya","1","2004"
"28","0","Tayna Lawrence","0","29/08/2004","1","Athletics","Jamaica","1","2004"
"21","0","Mark Lewis-Francis","0","29/08/2004","1","Athletics","Great Britain","1","2004"
"21","0","Liu Xiang","0","29/08/2004","1","Athletics","China","1","2004"
"31","0","Tim Mack","0","29/08/2004","1","Athletics","United States","1","2004"
"31","0","Sergey Makarov","1","29/08/2004","0","Athletics","Russia","1","2004"
"19","0","Véronique Mang","1","29/08/2004","0","Athletics","France","1","2004"
"27","0","Mirela Maniani-Tzelili","1","29/08/2004","0","Athletics","Greece","1","2004"
"26","0","Joan Lino Martínez","1","29/08/2004","0","Athletics","Spain","1","2004"
"28","0","Françoise Mbango","0","29/08/2004","1","Athletics","Cameroon","1","2004"
"34","0","Beverly McDonald","0","29/08/2004","1","Athletics","Jamaica","1","2004"
"32","1","Danny McFarlane","0","29/08/2004","0","Athletics","Jamaica","1","2004"
"24","0","Osleidys Menéndez","0","29/08/2004","1","Athletics","Cuba","1","2004"
"27","1","Coby Miller","0","29/08/2004","0","Athletics","United States","1","2004"
"23","1","John Moffitt","0","29/08/2004","0","Athletics","United States","1","2004"
"23","1","Yipsi Moreno","0","29/08/2004","0","Athletics","Cuba","1","2004"
"33","0","Melissa Morrison","1","29/08/2004","0","Athletics","United States","1","2004"
"23","1","Mbulaeni Mulaudzi","0","29/08/2004","0","Athletics","South Africa","1","2004"
"29","0","Koji Murofushi","0","29/08/2004","1","Athletics","Japan","1","2004"
"25","1","Nataliya Nazarova","0","29/08/2004","0","Athletics","Russia","1","2004"
"32","1","Catherine Ndereba","0","29/08/2004","0","Athletics","Kenya","1","2004"
"29","1","Adam Nelson","0","29/08/2004","0","Athletics","United States","1","2004"
"32","1","Steffi Nerius","0","29/08/2004","0","Athletics","Germany","1","2004"
"25","0","Yuliya Nesterenko","0","29/08/2004","1","Athletics","Belarus","1","2004"
"24","1","Denis Nizhegorodov","0","29/08/2004","0","Athletics","Russia","1","2004"
"26","0","Mizuki Noguchi","0","29/08/2004","1","Athletics","Japan","1","2004"
"25","1","Francis Obikwelu","0","29/08/2004","0","Athletics","Portugal","1","2004"
"24","1","Isabella Ochichi","0","29/08/2004","0","Athletics","Kenya","1","2004"
"27","0","Joachim Olsen","1","29/08/2004","0","Athletics","Denmark","1","2004"
"24","0","Christian Olsson","0","29/08/2004","1","Athletics","Sweden","1","2004"
"22","1","Marian Oprea","0","29/08/2004","0","Athletics","Romania","1","2004"
"21","1","Mark Ormrod","0","29/08/2004","0","Athletics","Australia","1","2004"
"28","1","Olena Ovcharova-Krasovska","0","29/08/2004","0","Athletics","Ukraine","1","2004"
"26","1","Darvis Patton","0","29/08/2004","0","Athletics","United States","1","2004"
"26","0","Dwight Phillips","0","29/08/2004","1","Athletics","United States","1","2004"
"35","0","Sandie Richards","1","29/08/2004","0","Athletics","Jamaica","1","2004"
"19","0","Sanya Richards-Ross","0","29/08/2004","1","Athletics","United States","1","2004"
"23","0","Moushaumi Robinson","0","29/08/2004","1","Athletics","United States","1","2004"
"22","0","Andrew Rock","0","29/08/2004","1","Athletics","United States","1","2004"
"23","0","Anna Rogowska","1","29/08/2004","0","Athletics","Poland","1","2004"
"32","0","Nataliya Sadova","0","29/08/2004","1","Athletics","Russia","1","2004"
"26","0","Félix Sánchez","0","29/08/2004","1","Athletics","Dominican Republic","1","2004"
"29","0","Jane Saville","1","29/08/2004","0","Athletics","Australia","1","2004"
"29","0","Roman Šebrle","0","29/08/2004","1","Athletics","Czech Republic","1","2004"
"21","1","Sileshi Sihine","0","29/08/2004","0","Athletics","Ethiopia","1","2004"
"27","0","Rui Silva","1","29/08/2004","0","Athletics","Portugal","1","2004"
"22","1","Irina Simagina","0","29/08/2004","0","Athletics","Russia","1","2004"
"20","0","Sherone Simpson","0","29/08/2004","1","Athletics","Jamaica","1","2004"
"25","1","Austra Skujyte","0","29/08/2004","0","Athletics","Lithuania","1","2004"
"22","0","Yelena Slesarenko","0","29/08/2004","1","Athletics","Russia","1","2004"
"24","0","Ronetta Smith","1","29/08/2004","0","Athletics","Jamaica","1","2004"
"27","0","Kelly Sotherton","1","29/08/2004","0","Athletics","Great Britain","1","2004"
"21","1","John Steffensen","0","29/08/2004","0","Athletics","Australia","1","2004"
"27","1","Toby Stevenson","0","29/08/2004","0","Athletics","United States","1","2004"
"28","0","Vita Stopina","1","29/08/2004","0","Athletics","Ukraine","1","2004"
"26","1","Hestrie Storbeck-Cloete","0","29/08/2004","0","Athletics","South Africa","1","2004"
"24","1","Yuliya Tabakova","0","29/08/2004","0","Athletics","Russia","1","2004"
"22","0","Zersenay Tadesse","1","29/08/2004","0","Athletics","Eritrea","1","2004"
"31","0","Aleksander Tammert","1","29/08/2004","0","Athletics","Estonia","1","2004"
"28","1","Ionela Târlea-Manolache","0","29/08/2004","0","Athletics","Romania","1","2004"
"34","0","Tetiana Tereshchuk-Antypova","1","29/08/2004","0","Athletics","Ukraine","1","2004"
"22","0","Andreas Thorkildsen","0","29/08/2004","1","Athletics","Norway","1","2004"
"28","1","Ivan Tikhon","0","29/08/2004","0","Athletics","Belarus","1","2004"
"29","1","Tatyana Tomashova","0","29/08/2004","0","Athletics","Russia","1","2004"
"25","1","Terrence Trammell","0","29/08/2004","0","Athletics","United States","1","2004"
"21","0","DeeDee Trotter","0","29/08/2004","1","Athletics","United States","1","2004"
"22","0","Athanasia Tsoumeleka","0","29/08/2004","1","Athletics","Greece","1","2004"
"32","0","Derartu Tulu","1","29/08/2004","0","Athletics","Ethiopia","1","2004"
"22","0","Enefiok Udo-Obong","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"22","1","Vadims Vasilevskis","0","29/08/2004","0","Athletics","Latvia","1","2004"
"34","0","Aleksey Voyevodin","1","29/08/2004","0","Athletics","Russia","1","2004"
"18","0","Saul Weigopwa","1","29/08/2004","0","Athletics","Nigeria","1","2004"
"26","1","Bernard Williams III","0","29/08/2004","0","Athletics","United States","1","2004"
"20","1","Lauryn Williams","0","29/08/2004","0","Athletics","United States","1","2004"
"28","0","Tonique Williams-Darling","0","29/08/2004","1","Athletics","Bahamas","1","2004"
"22","0","Novlene Williams-Mills","1","29/08/2004","0","Athletics","Jamaica","1","2004"
"21","0","Darold Williamson","0","29/08/2004","1","Athletics","United States","1","2004"
"21","0","Kelly Willie","0","29/08/2004","1","Athletics","United States","1","2004"
"20","0","Xing Huina","0","29/08/2004","1","Athletics","China","1","2004"
"38","0","Irina Yatchenko","1","29/08/2004","0","Athletics","Belarus","1","2004"
"23","1","Olesya Zykina","0","29/08/2004","0","Athletics","Russia","1","2004"
"22","0","Gezahgne Abera","0","01/10/2000","1","Athletics","Ethiopia","1","2000"
"23","1","Hadi Soua'an Al-Somaily","0","01/10/2000","0","Athletics","Saudi Arabia","1","2000"
"28","0","Virgilijus Alekna","0","01/10/2000","1","Athletics","Lithuania","1","2000"
"22","1","Glory Alozie","0","01/10/2000","0","Athletics","Nigeria","1","2000"
"23","0","Andrea Anderson","0","01/10/2000","1","Athletics","United States","1","2000"
"34","0","Vladimir Andreyev","1","01/10/2000","0","Athletics","Russia","1","2000"
"37","0","Igor Astapkovich","1","01/10/2000","0","Athletics","Belarus","1","2000"
"19","0","Nduka Awazie","0","01/10/2000","1","Athletics","Nigeria","1","2000"
"20","1","Sanjay Ayre","0","01/10/2000","0","Athletics","Jamaica","1","2000"
"31","1","Steve Backley","0","01/10/2000","0","Athletics","Great Britain","1","2000"
"31","0","Sunday Bada","0","01/10/2000","1","Athletics","Nigeria","1","2000"
"35","1","Violeta Beclea-Szekely","0","01/10/2000","0","Athletics","Romania","1","2000"
"23","0","Kajsa Bergqvist","1","01/10/2000","0","Athletics","Sweden","1","2000"
"31","0","Nezha Bidouane","1","01/10/2000","0","Athletics","Morocco","1","2000"
"22","1","Michael Blackwood","0","01/10/2000","0","Athletics","Jamaica","1","2000"
"26","1","Wilson Boit Kipketer","0","01/10/2000","0","Athletics","Kenya","1","2000"
"31","0","Kenny Brokenburr","0","01/10/2000","1","Athletics","United States","1","2000"
"21","0","Chris Brown","1","01/10/2000","0","Athletics","Bahamas","1","2000"
